	organism	tem
605	Betaproteobacteria bacterium GR16-43	404ERROR
606	beta proteobacterium CB	404ERROR
607	Beutenbergia cavernae DSM 12333	0
608	Bibersteinia trehalosi USDA-ARS-USMARC-188	404ERROR
609	Bibersteinia trehalosi USDA-ARS-USMARC-189	404ERROR
610	Bibersteinia trehalosi USDA-ARS-USMARC-190	404ERROR
611	Bibersteinia trehalosi USDA-ARS-USMARC-192	404ERROR
612	Bifidobacterium actinocoloniiforme DSM 22766	404ERROR
613	Bifidobacterium adolescentis	404ERROR
614	Bifidobacterium adolescentis ATCC 15703	404ERROR
615	Bifidobacterium angulatum	404ERROR
616	Bifidobacterium angulatum DSM 20098 = JCM 7096	404ERROR
617	Bifidobacterium animalis	0
618	Bifidobacterium animalis subsp. animalis	0
619	Bifidobacterium animalis subsp. animalis ATCC 25527	0
620	Bifidobacterium animalis subsp. lactis	0
621	Bifidobacterium animalis subsp. lactis AD011	0
622	Bifidobacterium animalis subsp. lactis ATCC 27673	0
623	Bifidobacterium animalis subsp. lactis B420	0
624	Bifidobacterium animalis subsp. lactis BB-12	0
625	Bifidobacterium animalis subsp. lactis Bi-07	0
626	Bifidobacterium animalis subsp. lactis Bl-04	0
627	Bifidobacterium animalis subsp. lactis Bl12	0
628	Bifidobacterium animalis subsp. lactis BLC1	0
629	Bifidobacterium animalis subsp. lactis CNCM I-2494	0
630	Bifidobacterium animalis subsp. lactis DSM 10140	0
631	Bifidobacterium animalis subsp. lactis KLDS2.0603	0
632	Bifidobacterium animalis subsp. lactis V9	0
633	Bifidobacterium asteroides DSM 20089	0
634	Bifidobacterium asteroides PRL2011	0
635	Bifidobacterium bifidum	0
636	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	0
637	Bifidobacterium bifidum BGN4	0
638	Bifidobacterium bifidum PRL2010	0
639	Bifidobacterium bifidum S17	0
640	Bifidobacterium breve	0
641	Bifidobacterium breve 12L	0
642	Bifidobacterium breve 689b	0
643	Bifidobacterium breve ACS-071-V-Sch8b	0
644	Bifidobacterium breve DSM 20213 = JCM 1192	0
645	Bifidobacterium breve JCM 7017	0
646	Bifidobacterium breve JCM 7019	0
647	Bifidobacterium breve NCFB 2258	0
648	Bifidobacterium breve S27	0
649	Bifidobacterium breve UCC2003	0
650	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	404ERROR
651	Bifidobacterium choerinum	404ERROR
652	Bifidobacterium coryneforme	404ERROR
653	Bifidobacterium dentium Bd1	0
654	Bifidobacterium dentium JCM 1195 = DSM 20436	0
655	Bifidobacterium indicum LMG 11587 = DSM 20214	404ERROR
656	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854	404ERROR
657	Bifidobacterium kashiwanohense PV20-2	404ERROR
658	Bifidobacterium longum	0
659	Bifidobacterium longum DJO10A	0
660	Bifidobacterium longum NCC2705	0
661	Bifidobacterium longum subsp. infantis	0
662	Bifidobacterium longum subsp. infantis 157F	0
663	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	0
664	Bifidobacterium longum subsp. longum	0
665	Bifidobacterium longum subsp. longum BBMN68	0
666	Bifidobacterium longum subsp. longum GT15	0
667	Bifidobacterium longum subsp. longum JCM 1217	0
668	Bifidobacterium longum subsp. longum JDM301	0
669	Bifidobacterium longum subsp. longum KACC 91563	0
670	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	404ERROR
671	Bifidobacterium pseudolongum	404ERROR
672	Bifidobacterium pseudolongum PV8-2	404ERROR
673	Bifidobacterium pseudolongum subsp. globosum DSM 20092	404ERROR
674	Bifidobacterium scardovii JCM 12489 = DSM 13734	404ERROR
675	Bifidobacterium thermophilum RBL67	404ERROR
676	Blastochloris viridis	0
677	Blastococcus saxobsidens DD2	0
678	Blastomonas sp. RAC04	404ERROR
679	Blattabacterium cuenoti BPAA	0
680	Blattabacterium cuenoti BPAY	0
681	Blattabacterium sp. (Blaberus giganteus)	404ERROR
682	Blattabacterium sp. (Blatta orientalis) str. Tarazona	404ERROR
683	Blattabacterium sp. (Blattella germanica) str. Bge	404ERROR
684	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	404ERROR
685	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	404ERROR
686	Blattabacterium sp. (Nauphoeta cinerea)	404ERROR
687	Blattabacterium sp. (Periplaneta americana) str. BPLAN	404ERROR
688	Blautia hansenii DSM 20583	404ERROR
689	Blautia sp. YL58	404ERROR
690	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	404ERROR
691	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	404ERROR
692	Bordetella avium 197N	0
693	Bordetella bronchialis	404ERROR
694	Bordetella bronchiseptica	0
695	Bordetella bronchiseptica 253	0
696	Bordetella bronchiseptica MO149	0
697	Bordetella bronchiseptica RB50	0
698	Bordetella flabilis	404ERROR
699	Bordetella genomosp. 13	404ERROR
700	Bordetella genomosp. 6	404ERROR
701	Bordetella genomosp. 8	404ERROR
702	Bordetella genomosp. 9	404ERROR
703	Bordetella hinzii	0
704	Bordetella holmesii	0
705	Bordetella holmesii 44057	0
706	Bordetella holmesii ATCC 51541	0
707	Bordetella holmesii F627	0
708	Bordetella holmesii H558	0
709	Bordetella parapertussis	0
710	Bordetella parapertussis 12822	0
711	Bordetella parapertussis Bpp5	0
712	Bordetella pertussis	0
713	Bordetella pertussis 137	0
714	Bordetella pertussis 18323	0
715	Bordetella pertussis B1917	0
716	Bordetella pertussis CS	0
717	Bordetella pertussis Tohama I	0
718	Bordetella petrii	0
719	Bordetella pseudohinzii	404ERROR
720	Bordetella sp. H567	404ERROR
721	Bordetella sp. HZ20	404ERROR
722	Bordetella trematum	['42', '37']
723	Borrelia afzelii HLJ01	0
724	Borrelia afzelii K78	0
725	Borrelia afzelii PKo	0
726	Borrelia afzelii Tom3107	0
727	Borrelia anserina Es	0
728	Borrelia burgdorferi B31	0
729	Borrelia burgdorferi CA382	0
730	Borrelia burgdorferi JD1	0
731	Borrelia burgdorferi N40	0
732	Borrelia burgdorferi ZS7	0
733	Borrelia duttonii Ly	0
734	Borrelia garinii BgVir	0
735	Borrelia garinii NMJW1	0
736	Borrelia garinii SZ	0
737	Borrelia hermsii CC1	0
738	Borrelia hermsii HS1	0
739	Borrelia mayonii	0
740	Borrelia miyamotoi	0
741	Borrelia miyamotoi LB-2001	0
742	Borrelia parkeri HR1	0
743	Borrelia recurrentis A1	0
744	Borrelia turicatae 91E135	0
745	Borreliella bavariensis PBi	404ERROR
746	Borreliella bissettii DN127	404ERROR
747	Borreliella burgdorferi	404ERROR
748	Borreliella garinii	404ERROR
749	Borreliella valaisiana Tom4006	404ERROR
750	Bosea sp. AS-1	404ERROR
751	Bosea sp. PAMC 26642	404ERROR
752	Bosea sp. RAC05	404ERROR
753	Bosea vaviloviae	0
754	Brachybacterium faecium DSM 4810	['30']
755	Brachybacterium ginsengisoli	['25', '34']
756	Brachybacterium sp. P6-10-X1	404ERROR
757	Brachybacterium sp. VM2412	404ERROR
758	Brachybacterium sp. VR2415	404ERROR
759	Brachyspira hyodysenteriae	404ERROR
760	Brachyspira hyodysenteriae ATCC 27164	404ERROR
761	Brachyspira hyodysenteriae WA1	404ERROR
762	Brachyspira intermedia PWS/A	404ERROR
763	Brachyspira murdochii DSM 12563	404ERROR
764	Brachyspira pilosicoli 95/1000	0
765	Brachyspira pilosicoli B2904	0
766	Brachyspira pilosicoli P43/6/78	0
767	Bradyrhizobium diazoefficiens	0
768	Bradyrhizobium diazoefficiens USDA 110	0
769	Bradyrhizobium icense	0
770	Bradyrhizobium japonicum	0
771	Bradyrhizobium japonicum USDA 6	0
772	Bradyrhizobium oligotrophicum S58	0
773	Bradyrhizobium sp.	404ERROR
774	Bradyrhizobium sp. BTAi1	404ERROR
775	Bradyrhizobium sp. CCGE-LA001	404ERROR
776	Bradyrhizobium sp. ORS 278	404ERROR
777	Bradyrhizobium sp. ORS 285	404ERROR
778	Bradyrhizobium sp. S23321	404ERROR
779	Bradyrhizobium sp. SK17	404ERROR
780	Brenneria goodwinii	404ERROR
781	Brevefilum fermentans	404ERROR
782	Brevibacillus brevis NBRC 100599	['55']
783	Brevibacillus brevis X23	['55']
784	Brevibacillus formosus	404ERROR
785	Brevibacillus laterosporus	404ERROR
786	Brevibacillus laterosporus DSM 25	404ERROR
787	Brevibacillus laterosporus LMG 15441	404ERROR
788	[Brevibacterium] flavum	404ERROR
789	[Brevibacterium] flavum ZL-1	404ERROR
790	Brevibacterium linens	0
791	Brevundimonas naejangsanensis	404ERROR
792	Brevundimonas sp. DS20	404ERROR
793	Brevundimonas sp. GW460-12-10-14-LB2	404ERROR
794	Brevundimonas sp. LM2	404ERROR
795	Brevundimonas subvibrioides ATCC 15264	404ERROR
796	Brevundimonas vesicularis	404ERROR
797	Brochothrix thermosphacta	404ERROR
798	Brucella abortus	0
799	Brucella abortus 104M	0
800	Brucella abortus 2308	0
801	Brucella abortus A13334	0
802	Brucella abortus bv. 1 str. 9-941	0
803	Brucella abortus bv. 2 str. 86/8/59	0
804	Brucella abortus bv. 6 str. 870	0
805	Brucella abortus bv. 9 str. C68	0
806	Brucella abortus S19	0
807	Brucella canis	0
808	Brucella canis ATCC 23365	0
809	Brucella canis HSK A52141	0
810	Brucella ceti TE10759-12	0
811	Brucella melitensis	0
812	Brucella melitensis ATCC 23457	0
813	Brucella melitensis bv. 1 str. 16M	0
814	Brucella melitensis bv. 3 str. Ether	0
815	Brucella melitensis M28	0
816	Brucella melitensis M5-90	0
817	Brucella melitensis NI	0
818	Brucella microti CCM 4915	0
819	Brucella ovis ATCC 25840	0
820	Brucella pinnipedialis	0
821	Brucella pinnipedialis B2/94	0
822	Brucella sp. 09RB8471	404ERROR
823	Brucella sp. 09RB8910	404ERROR
824	Brucella sp. 141012304	404ERROR
825	Brucella sp. 2002734562	404ERROR
826	Brucella suis	0
827	Brucella suis 1330	0
828	Brucella suis ATCC 23445	0
829	Brucella suis bv. 1 str. S2	0
830	Brucella suis bv. 2	0
831	Brucella suis bv. 3 str. 686	0
832	Brucella suis VBI22	0
833	Brucella vulpis	0
834	Buchnera aphidicola	0
835	Buchnera aphidicola (Aphis glycines)	0
836	Buchnera aphidicola BCc	0
837	Buchnera aphidicola (Cinara confinis)	0
838	Buchnera aphidicola (Cinara pseudotaxifoliae)	0
839	Buchnera aphidicola (Cinara tujafilina)	0
840	Buchnera aphidicola (Diuraphis noxia)	0
841	Buchnera aphidicola (Schizaphis graminum)	0
842	Buchnera aphidicola (Schlechtendalia chinensis)	0
843	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	0
844	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0
845	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	0
846	Buchnera aphidicola str. Bp (Baizongia pistaciae)	0
847	Buchnera aphidicola str. F009 (Myzus persicae)	0
848	Buchnera aphidicola str. G002 (Myzus persicae)	0
849	Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	0
850	Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	0
851	Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	0
852	Buchnera aphidicola str. Sg (Schizaphis graminum)	0
853	Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	0
854	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	0
855	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	0
856	Buchnera aphidicola str. USDA (Myzus persicae)	0
857	Buchnera aphidicola str. W106 (Myzus persicae)	0
858	Buchnera aphidicola (Tuberolachnus salignus)	0
859	Burkholderia ambifaria AMMD	0
860	Burkholderia ambifaria MC40-6	0
861	Burkholderia cenocepacia	0
862	Burkholderia cenocepacia AU 1054	0
863	Burkholderia cenocepacia H111	0
864	Burkholderia cenocepacia HI2424	0
865	Burkholderia cenocepacia J2315	0
866	Burkholderia cenocepacia MC0-3	0
867	Burkholderia cepacia	0
868	Burkholderia cepacia ATCC 25416	0
869	Burkholderia cepacia GG4	0
870	Burkholderia cepacia JBK9	0
871	Burkholderia contaminans	0
872	Burkholderia diffusa	0
873	Burkholderia dolosa AU0158	0
874	Burkholderia gladioli	0
875	Burkholderia gladioli BSR3	0
876	Burkholderia gladioli pv. gladioli	0
877	Burkholderia glumae BGR1	0
878	Burkholderia glumae LMG 2196 = ATCC 33617	0
879	Burkholderia glumae PG1	0
880	Burkholderia lata	0
881	Burkholderia latens	0
882	Burkholderiales bacterium GJ-E10	404ERROR
883	Burkholderiales bacterium YL45	404ERROR
884	Burkholderia mallei	['37']
885	Burkholderia mallei ATCC 23344	['37']
886	Burkholderia mallei NCTC 10229	['37']
887	Burkholderia mallei NCTC 10247	['37']
888	Burkholderia mallei SAVP1	['37']
889	Burkholderia metallica	0
890	Burkholderia multivorans	0
891	Burkholderia multivorans ATCC 17616	0
892	Burkholderia multivorans ATCC BAA-247	0
893	Burkholderia oklahomensis	0
894	Burkholderia oklahomensis C6786	0
895	Burkholderia oklahomensis EO147	0
896	Burkholderia plantarii	0
897	Burkholderia pseudomallei	['40', '74']
898	Burkholderia pseudomallei 1026b	['40', '74']
899	Burkholderia pseudomallei 1106a	['40', '74']
900	Burkholderia pseudomallei 1710b	['40', '74']
901	Burkholderia pseudomallei 406e	['40', '74']
902	Burkholderia pseudomallei 576	['40', '74']
903	Burkholderia pseudomallei 668	['40', '74']
904	Burkholderia pseudomallei 7894	['40', '74']
905	Burkholderia pseudomallei A79A	['40', '74']
906	Burkholderia pseudomallei B03	['40', '74']
907	Burkholderia pseudomallei BPC006	['40', '74']
908	Burkholderia pseudomallei HBPUB10134a	['40', '74']
909	Burkholderia pseudomallei HBPUB10303a	['40', '74']
910	Burkholderia pseudomallei K42	['40', '74']
911	Burkholderia pseudomallei K96243	['40', '74']
912	Burkholderia pseudomallei MSHR146	['40', '74']
913	Burkholderia pseudomallei MSHR2543	['40', '74']
914	Burkholderia pseudomallei MSHR305	['40', '74']
915	Burkholderia pseudomallei MSHR491	['40', '74']
916	Burkholderia pseudomallei MSHR511	['40', '74']
917	Burkholderia pseudomallei MSHR520	['40', '74']
918	Burkholderia pseudomallei MSHR5848	['40', '74']
919	Burkholderia pseudomallei MSHR5855	['40', '74']
920	Burkholderia pseudomallei MSHR5858	['40', '74']
921	Burkholderia pseudomallei MSHR62	['40', '74']
922	Burkholderia pseudomallei MSHR840	['40', '74']
923	Burkholderia pseudomallei NAU20B-16	['40', '74']
924	Burkholderia pseudomallei NAU35A-3	['40', '74']
925	Burkholderia pseudomallei NCTC 13178	['40', '74']
926	Burkholderia pseudomallei Pasteur 52237	['40', '74']
927	Burkholderia pseudomallei PB08298010	['40', '74']
928	Burkholderia pseudomallei TSV 48	['40', '74']
929	Burkholderia pseudomultivorans	0
930	Burkholderia pyrrocinia	0
931	Burkholderia seminalis	0
932	Burkholderia sp. 2002721687	404ERROR
933	Burkholderia sp. BDU6	404ERROR
934	Burkholderia sp. BDU8	404ERROR
935	Burkholderia sp. Bp5365	404ERROR
936	Burkholderia sp. Bp7605	404ERROR
937	Burkholderia sp. CCGE1001	404ERROR
938	Burkholderia sp. CCGE1002	404ERROR
939	Burkholderia sp. CCGE1003	404ERROR
940	Burkholderia sp. HB1	404ERROR
941	Burkholderia sp. KJ006	404ERROR
942	Burkholderia sp. LA-2-3-30-S1-D2	404ERROR
943	Burkholderia sp. MSMB0266	404ERROR
944	Burkholderia sp. MSMB0852	404ERROR
945	Burkholderia sp. MSMB0856	404ERROR
946	Burkholderia sp. MSMB617WGS	404ERROR
947	Burkholderia sp. NRF60-BP8	404ERROR
948	Burkholderia sp. OLGA172	404ERROR
949	Burkholderia sp. PAMC 26561	404ERROR
950	Burkholderia sp. PAMC 28687	404ERROR
951	Burkholderia sp. RPE64	404ERROR
952	Burkholderia sp. RPE67	404ERROR
953	Burkholderia sp. YI23	404ERROR
954	Burkholderia stabilis	0
955	Burkholderia stagnalis	0
956	Burkholderia territorii	0
957	Burkholderia thailandensis	0
958	Burkholderia thailandensis 2002721643	0
959	Burkholderia thailandensis 2002721723	0
960	Burkholderia thailandensis 34	0
961	Burkholderia thailandensis E254	0
962	Burkholderia thailandensis E264	0
963	Burkholderia thailandensis E444	0
964	Burkholderia thailandensis H0587	0
965	Burkholderia thailandensis MSMB121	0
966	Burkholderia thailandensis MSMB59	0
967	Burkholderia thailandensis USAMRU Malaysia #20	0
968	Burkholderia ubonensis	0
969	Burkholderia ubonensis MSMB22	0
970	Burkholderia vietnamiensis	0
971	Burkholderia vietnamiensis LMG 10929	0
972	Butyrivibrio hungatei	0
973	Butyrivibrio proteoclasticus B316	404ERROR
974	Caldanaerobacter subterraneus subsp. tengcongensis MB4	404ERROR
975	Caldicellulosiruptor bescii DSM 6725	0
976	Caldicellulosiruptor hydrothermalis 108	404ERROR
977	Caldicellulosiruptor kristjanssonii I77R1B	404ERROR
978	Caldicellulosiruptor kronotskyensis 2002	404ERROR
979	Caldicellulosiruptor lactoaceticus 6A	404ERROR
980	Caldicellulosiruptor obsidiansis OB47	404ERROR
981	Caldicellulosiruptor owensensis OL	404ERROR
982	Caldicellulosiruptor saccharolyticus DSM 8903	0
983	Caldilinea aerophila DSM 14535 = NBRC 104270	0
984	Caldimicrobium thiodismutans	0
985	Caldisericum exile AZM16c01	0
986	Caldisphaera lagunensis DSM 15908	0
987	Calditerrivibrio nitroreducens DSM 19672	404ERROR
988	Caldithrix abyssi DSM 13497	404ERROR
989	Caldivirga maquilingensis IC-167	0
990	Calothrix sp. 336/3	404ERROR
991	Calothrix sp. NIES-2098	404ERROR
992	Calothrix sp. NIES-3974	404ERROR
993	Calothrix sp. NIES-4071	404ERROR
994	Calothrix sp. NIES-4101	404ERROR
995	Calothrix sp. PCC 6303	404ERROR
996	Calothrix sp. PCC 7507	404ERROR
997	Campylobacter avium LMG 24591	404ERROR
998	Campylobacter coli	['42']
999	Campylobacter coli 15-537360	['42']
1000	Campylobacter coli CVM N29710	['42']
1001	Campylobacter coli RM1875	['42']
1002	Campylobacter coli RM5611	['42']
1003	Campylobacter concisus	0
1004	Campylobacter concisus 13826	0
1005	Campylobacter cuniculorum DSM 23162 = LMG 24588	404ERROR
1006	Campylobacter curvus 525.92	404ERROR
1007	Campylobacter fetus subsp. fetus 04/554	0
1008	Campylobacter fetus subsp. fetus 82-40	0
1009	Campylobacter fetus subsp. testudinum	0
1010	Campylobacter fetus subsp. testudinum 03-427	0
1011	Campylobacter fetus subsp. testudinum Sp3	0
1012	Campylobacter fetus subsp. venerealis	0
1013	Campylobacter fetus subsp. venerealis 97/608	0
1014	Campylobacter fetus subsp. venerealis cfvi03/293	0
1015	Campylobacter fetus subsp. venerealis str. 84-112	0
1016	Campylobacter gracilis	404ERROR
1017	Campylobacter helveticus	404ERROR
1018	Campylobacter hominis ATCC BAA-381	404ERROR
1019	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260	['25']
1020	Campylobacter hyointestinalis subsp. lawsonii	['25']
1021	Campylobacter iguaniorum	404ERROR
1022	Campylobacter insulaenigrae NCTC 12927	404ERROR
1023	Campylobacter jejuni	['42', '74', '25', '37', '42', '42', '37', '42']
1024	Campylobacter jejuni 32488	['42', '74', '25', '37', '42', '42', '37', '42']
1025	Campylobacter jejuni 4031	['42', '74', '25', '37', '42', '42', '37', '42']
1026	Campylobacter jejuni RM1221	['42', '74', '25', '37', '42', '42', '37', '42']
1027	Campylobacter jejuni subsp. jejuni	['42', '74', '25', '37', '42', '42', '37', '42']
1028	Campylobacter jejuni subsp. jejuni 00-2425	['42', '74', '25', '37', '42', '42', '37', '42']
1029	Campylobacter jejuni subsp. jejuni 00-2426	['42', '74', '25', '37', '42', '42', '37', '42']
1030	Campylobacter jejuni subsp. jejuni 00-2538	['42', '74', '25', '37', '42', '42', '37', '42']
1031	Campylobacter jejuni subsp. jejuni 00-2544	['42', '74', '25', '37', '42', '42', '37', '42']
1032	Campylobacter jejuni subsp. jejuni 81116	['42', '74', '25', '37', '42', '42', '37', '42']
1033	Campylobacter jejuni subsp. jejuni 81-176	['42', '74', '25', '37', '42', '42', '37', '42']
1034	Campylobacter jejuni subsp. jejuni CG8421	['42', '74', '25', '37', '42', '42', '37', '42']
1035	Campylobacter jejuni subsp. jejuni F38011	['42', '74', '25', '37', '42', '42', '37', '42']
1036	Campylobacter jejuni subsp. jejuni IA3902	['42', '74', '25', '37', '42', '42', '37', '42']
1037	Campylobacter jejuni subsp. jejuni M1	['42', '74', '25', '37', '42', '42', '37', '42']
1038	Campylobacter jejuni subsp. jejuni M129	['42', '74', '25', '37', '42', '42', '37', '42']
1039	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	['42', '74', '25', '37', '42', '42', '37', '42']
1040	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	['42', '74', '25', '37', '42', '42', '37', '42']
1041	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv	['42', '74', '25', '37', '42', '42', '37', '42']
1042	Campylobacter jejuni subsp. jejuni NCTC 11168-K12E5	['42', '74', '25', '37', '42', '42', '37', '42']
1043	Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1	['42', '74', '25', '37', '42', '42', '37', '42']
1044	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5	['42', '74', '25', '37', '42', '42', '37', '42']
1045	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5	['42', '74', '25', '37', '42', '42', '37', '42']
1046	Campylobacter jejuni subsp. jejuni PT14	['42', '74', '25', '37', '42', '42', '37', '42']
1047	Campylobacter jejuni subsp. jejuni S3	['42', '74', '25', '37', '42', '42', '37', '42']
1048	Campylobacter jejuni subsp. jejuni str. RM3420	['42', '74', '25', '37', '42', '42', '37', '42']
1049	Campylobacter lanienae NCTC 13004	0
1050	Campylobacter lari	0
1051	Campylobacter lari CCUG 22395	0
1052	Campylobacter lari NCTC 11845	0
1053	Campylobacter lari RM16701	0
1054	Campylobacter lari RM16712	0
1055	Campylobacter lari RM2100	0
1056	Campylobacter lari subsp. concheus LMG 11760	0
1057	Campylobacter peloridis LMG 23910	404ERROR
1058	Campylobacter pinnipediorum subsp. caledonicus	404ERROR
1059	Campylobacter pinnipediorum subsp. pinnipediorum	404ERROR
1060	Campylobacter sp. NCTC 13003	404ERROR
1061	Campylobacter sp. RM12175	404ERROR
1062	Campylobacter sp. RM16704	404ERROR
1063	Campylobacter sp. RM6137	404ERROR
1064	Campylobacter sp. RM8964	404ERROR
1065	Campylobacter sputorum	404ERROR
1066	Campylobacter sputorum bv. faecalis CCUG 20703	404ERROR
1067	Campylobacter sputorum bv. paraureolyticus LMG 11764	404ERROR
1068	Campylobacter sputorum bv. sputorum RM3237	404ERROR
